questionID,assessmentName,questionNum,question,totalMarks,weight,co_id,section_id
1854,Mid,6,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",20,30,76,169
1855,Final,1,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",20,40,73,169
1856,Final,2,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",15,40,75,169
1857,Final,3,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",15,40,74,169
1858,Final,4,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",50,40,76,169
1859,Lab,1,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",30,30,76,169
1860,Mid,1,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",25,30,73,170
1861,Mid,2,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",25,30,73,170
1862,Mid,3,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",30,30,74,170
1863,Mid,4,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",20,30,74,170
1864,Mid,5,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",30,30,75,170
1865,Mid,6,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",20,30,76,170
1866,Final,1,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",20,40,73,170
1867,Final,2,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",15,40,75,170
1868,Final,3,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",15,40,74,170
1869,Final,4,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",50,40,76,170
1870,Lab,1,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",30,30,76,170
1871,Mid,1,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",25,30,73,171
1872,Mid,2,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",25,30,73,171
1873,Mid,3,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",30,30,74,171
1874,Mid,4,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",20,30,74,171
1875,Mid,5,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",30,30,75,171
1876,Mid,6,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",20,30,76,171
1877,Final,1,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",20,40,73,171
1878,Final,2,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",15,40,75,171
1879,Final,3,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",15,40,74,171
1880,Final,4,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",50,40,76,171
1881,Lab,1,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",30,30,76,171
1882,Mid,1,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",25,30,77,172
1883,Mid,2,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",25,30,77,172
1884,Mid,3,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",30,30,78,172
1885,Mid,4,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",20,30,78,172
1886,Mid,5,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",30,30,79,172
1887,Mid,6,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",20,30,80,172
1888,Final,1,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",20,40,77,172
1889,Final,2,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",15,40,79,172
1890,Final,3,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",15,40,78,172
1891,Final,4,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",50,40,80,172
1892,Lab,1,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",30,30,80,172
1893,Mid,1,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",25,30,77,173
1894,Mid,2,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",25,30,77,173
1895,Mid,3,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",30,30,78,173
1896,Mid,4,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",20,30,78,173
1897,Mid,5,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",30,30,79,173
1898,Mid,6,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",20,30,80,173
1899,Final,1,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",20,40,77,173
1900,Final,2,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",15,40,79,173
1901,Final,3,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",15,40,78,173
1902,Final,4,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",50,40,80,173
1903,Lab,1,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",30,30,80,173
1904,Mid,1,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",25,30,77,174
1905,Mid,2,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",25,30,77,174
1906,Mid,3,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",30,30,78,174
1907,Mid,4,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",20,30,78,174
1908,Mid,5,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",30,30,79,174
1909,Mid,6,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",20,30,80,174
1910,Final,1,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",20,40,77,174
1911,Final,2,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",15,40,79,174
1912,Final,3,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",15,40,78,174
1913,Final,4,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",50,40,80,174
1914,Lab,1,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",30,30,80,174
1915,Mid,1,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",25,30,77,175
1916,Mid,2,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",25,30,77,175
1917,Mid,3,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",30,30,78,175
1918,Mid,4,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",20,30,78,175
1919,Mid,5,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",30,30,79,175
1920,Mid,6,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",20,30,80,175
1921,Final,1,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",20,40,77,175
1922,Final,2,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",15,40,79,175
1923,Final,3,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",15,40,78,175
1924,Final,4,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",50,40,80,175
1925,Lab,1,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",30,30,80,175
1926,Mid,1,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",25,30,77,176
1927,Mid,2,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",25,30,77,176
1928,Mid,3,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",30,30,78,176
1929,Mid,4,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",20,30,78,176
1930,Mid,5,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",30,30,79,176
1931,Mid,6,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",20,30,80,176
1932,Final,1,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",20,40,77,176
1933,Final,2,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",15,40,79,176
1934,Final,3,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",15,40,78,176
1935,Final,4,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",50,40,80,176
1936,Lab,1,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",30,30,80,176
1937,Mid,1,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",25,30,77,177
1938,Mid,2,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",25,30,77,177
1939,Mid,3,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",30,30,78,177
1940,Mid,4,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",20,30,78,177
1941,Mid,5,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",30,30,79,177
1942,Mid,6,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",20,30,80,177
1943,Final,1,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",20,40,77,177
1944,Final,2,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",15,40,79,177
1945,Final,3,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",15,40,78,177
1946,Final,4,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",50,40,80,177
1947,Lab,1,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",30,30,80,177
1948,Mid,1,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",25,30,77,178
1949,Mid,2,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",25,30,77,178
1950,Mid,3,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",30,30,78,178
1951,Mid,4,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",20,30,78,178
1952,Mid,5,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",30,30,79,178
1953,Mid,6,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",20,30,80,178
1954,Final,1,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",20,40,77,178
1955,Final,2,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",15,40,79,178
1956,Final,3,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",15,40,78,178
1957,Final,4,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",50,40,80,178
1958,Lab,1,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",30,30,80,178
1959,Mid,1,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",25,30,77,179
1960,Mid,2,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",25,30,77,179
1961,Mid,3,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",30,30,78,179
1962,Mid,4,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",20,30,78,179
1963,Mid,5,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",30,30,79,179
1964,Mid,6,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",20,30,80,179
1965,Final,1,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",20,40,77,179
1966,Final,2,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",15,40,79,179
1967,Final,3,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",15,40,78,179
1968,Final,4,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",50,40,80,179
1969,Lab,1,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",30,30,80,179
1970,Mid,1,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",25,30,77,180
1971,Mid,2,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",25,30,77,180
1972,Mid,3,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",30,30,78,180
1973,Mid,4,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",20,30,78,180
1974,Mid,5,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",30,30,79,180
1975,Mid,6,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",20,30,80,180
1976,Final,1,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",20,40,77,180
1977,Final,2,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",15,40,79,180
1978,Final,3,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",15,40,78,180
1979,Final,4,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",50,40,80,180
1980,Lab,1,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",30,30,80,180
1981,Mid,1,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",25,30,81,181
1982,Mid,2,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",25,30,81,181
1983,Mid,3,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",30,30,82,181
1984,Mid,4,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",20,30,82,181
1985,Mid,5,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",30,30,83,181
1986,Mid,6,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",20,30,84,181
1987,Final,1,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",20,40,81,181
1988,Final,2,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",15,40,83,181
1989,Final,3,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In commodo tortor quis nisi viverra consectetur. Nulla sed libero mollis, scelerisque ipsum ut, viverra justo. Vivamus.",15,40,82,181
